V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90
Scaffold9871_582707 2 1 1 1 2 2 2 2 2 2 1 1 1 2 2 2 1 1 2 2 1 2 1 2 1 2 1 2 1 1 1 2 2 2 2 2 2 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 2 1 1 2 1 1 2 1 2 1 1 1 2 1 2 2 1 2 1 2 2 1 1 1 1 2 1 2 2 1 1 1 2 1 1 1 1 1
Scaffold9871_929059 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 1 1 1
Scaffold9871_972515 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 1 1 1
Scaffold9871_1061308 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 1 1 1
Scaffold9871_1125877 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1 0 0 1 1 1 0 1 0 1 0 1 1 1 0 0 0 0 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 0 1 0 0 1 0 0 0 0 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1
Scaffold9871_1195229 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0
Scaffold9871_1215284 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0
Scaffold9871_1722378 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1 0 0 1 1 1 0 1 0 1 0 1 1 1 0 0 0 0 0 0 1 0 1 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 0 1 0 0 1 0 0 0 0 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1
Scaffold9871_2996937 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 0 1 1 0 0 0 0 1 0 0 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 1 1 1
Scaffold9872_168772 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 1 1 0
Scaffold9872_211784 1 2 1 2 2 1 1 2 2 2 2 1 2 1 2 1 2 1 1 1 2 1 2 1 1 2 2 2 2 1 1 1 1 2 2 2 2 2 2 1 2 2 2 1 2 1 2 1 2 2 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 2 2 1 1 2 1 2 1 2 2 1 1 1 2 1 2 1 1 1 2 2 1
Scaffold9872_437191 1 0 1 0 0 1 1 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 1 0 0 1 1 1 0 1 0 1 1 1 0 0 1
Scaffold9872_1374083 2 1 2 1 1 2 2 1 1 1 1 2 1 2 1 2 1 2 2 2 1 2 1 2 2 1 1 1 1 2 2 2 2 1 1 1 1 1 1 2 1 1 1 2 1 2 1 2 1 1 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 1 1 2 2 1 2 1 2 1 1 2 2 2 1 2 1 1 2 2 1 1 2
Scaffold9872_1396550 NA NA 1 NA 1 NA 1 NA NA 1 NA NA NA 0 NA 1 1 NA NA 0 2 1 1 NA 1 2 NA NA 2 0 1 NA 0 NA NA 2 NA 2 NA NA 1 NA NA 1 2 1 2 NA 2 2 1 NA NA 1 1 1 NA 1 NA 2 NA NA 1 NA 1 1 NA 0 1 NA 1 1 1 NA NA 1 2 NA NA 1 NA NA 0 1 2 0 1 NA 2 1
Scaffold9872_1476269 NA 0 0 NA 2 NA NA NA NA 2 2 0 NA 1 NA NA NA NA 0 1 NA 0 2 NA NA 1 1 1 NA NA NA NA 1 2 NA 1 2 1 NA NA 2 NA 1 0 NA 0 1 1 1 1 0 NA 1 0 0 NA NA NA 2 1 NA NA NA 0 0 0 0 NA 2 NA NA 0 NA NA NA NA 1 NA 1 NA NA NA NA 2 NA NA 0 NA 1 NA
Scaffold9872_1851873 1 0 1 0 0 1 1 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 1 1 0 1 0 1 0 0 1 1 1 0 1 0 0 1 1 0 0 1
Scaffold9872_1975607 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 1 0
Scaffold9872_1994761 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 1 0
Scaffold9872_2021960 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 1 0
Scaffold9872_2375708 2 1 2 1 1 2 2 1 1 1 1 2 1 2 1 2 1 2 2 2 1 2 1 2 2 1 1 1 1 2 2 2 2 1 1 1 1 1 1 2 1 1 1 2 1 2 1 2 1 1 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 1 1 2 2 1 2 1 2 1 1 2 2 2 1 2 1 1 2 2 1 1 2
Scaffold9872_2487031 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 1 0
Scaffold9872_2487080 NA NA NA NA 1 NA 2 1 NA 1 NA NA NA 1 1 NA 1 NA 2 1 2 2 NA NA 2 2 2 NA 2 NA NA NA 1 1 2 NA NA 2 NA NA 1 2 NA NA 2 2 NA 1 NA 2 NA 1 1 2 2 2 NA NA 1 2 2 NA NA 2 2 2 NA NA 1 2 2 2 NA NA NA NA NA NA 1 NA NA NA NA 1 NA NA 2 NA 2 NA
Scaffold9873_139642 NA NA NA NA 0 NA NA 0 NA 1 NA 2 NA 2 NA NA NA 1 1 0 1 2 1 NA NA 2 0 2 NA 1 NA NA NA 2 NA 1 0 1 NA 2 2 2 1 1 NA 1 1 2 1 1 2 2 NA 1 2 1 NA 1 1 1 0 NA NA NA NA NA 1 2 0 1 NA 1 0 NA NA 2 1 1 1 NA NA NA 1 NA NA NA 1 2 0 1
Scaffold9873_208069 2 2 1 1 1 2 1 1 2 1 1 2 2 2 1 2 2 1 1 1 1 2 1 2 2 2 1 2 2 1 1 2 2 2 2 2 1 1 2 2 2 2 1 2 2 2 1 2 2 1 2 2 1 2 2 2 2 2 1 1 1 2 1 2 1 1 1 2 1 1 1 1 1 1 2 2 1 2 1 1 2 1 2 2 2 2 2 2 1 1
Scaffold9873_213243 2 2 1 1 1 2 1 1 2 1 1 2 2 2 1 2 2 1 1 1 1 2 1 2 2 2 1 2 2 1 1 2 2 2 2 2 1 1 2 2 2 2 1 2 2 2 1 2 2 1 2 2 1 2 2 2 2 2 1 1 1 2 1 2 1 1 1 2 1 1 1 1 1 1 2 2 1 2 1 1 2 1 2 2 2 2 2 2 1 1
Scaffold9873_276703 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 1
Scaffold9873_298420 2 2 1 1 1 2 1 1 2 1 1 2 2 2 1 2 2 1 1 1 1 2 1 2 2 2 1 2 2 1 1 2 2 2 2 2 1 1 2 2 2 2 1 2 2 2 1 2 2 1 2 2 1 2 2 2 2 2 1 1 1 2 1 2 1 1 1 2 1 1 1 1 1 1 2 2 1 2 1 1 2 1 2 2 2 2 2 2 1 1
Scaffold9873_538588 1 1 0 0 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0
Scaffold9873_612782 1 2 2 2 2 1 1 2 1 1 1 1 2 1 2 1 1 1 1 2 1 1 1 2 1 1 2 1 2 1 1 2 1 1 2 2 2 1 1 1 1 1 1 2 1 2 1 1 2 1 1 1 2 2 1 1 1 2 1 1 2 2 2 1 2 2 1 1 2 1 1 1 2 2 1 1 1 2 1 2 2 1 2 2 1 2 2 1 2 1
Scaffold9873_627209 0 1 1 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1 1 0 1 1 0 1 0
Scaffold9873_662949 1 1 0 0 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0
Scaffold9873_703774 0 1 1 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1 1 0 1 1 0 1 0
Scaffold9873_815106 0 1 1 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1 1 0 1 1 0 1 0
Scaffold9873_859957 NA NA 2 NA NA 0 NA NA NA NA NA NA NA 0 2 0 0 1 1 2 NA 0 1 NA NA NA NA 0 1 1 NA NA NA 0 1 1 2 NA NA NA NA NA 1 NA 0 1 1 NA NA 1 0 NA NA 1 NA NA NA NA 1 1 2 1 NA NA 2 NA NA 0 2 NA 1 1 NA NA NA NA 1 NA 1 NA NA NA NA NA 0 NA NA 0 2 1
Scaffold9873_859989 1 2 2 2 2 1 1 2 1 1 1 1 2 1 2 1 1 1 1 2 1 1 1 2 1 1 2 1 2 1 1 2 1 1 2 2 2 1 1 1 1 1 1 2 1 2 1 1 2 1 1 1 2 2 1 1 1 2 1 1 2 2 2 1 2 2 1 1 2 1 1 1 2 2 1 1 1 2 1 2 2 1 2 2 1 2 2 1 2 1
Scaffold9873_860023 1 1 0 0 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0
Scaffold9873_888588 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 1
Scaffold9873_925617 0 1 1 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1 1 0 1 1 0 1 0
Scaffold9873_925642 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 1
Scaffold9873_981463 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 1
Scaffold9873_1465722 1 1 0 0 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0
Scaffold9873_1497199 0 1 1 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1 1 0 1 1 0 1 0
Scaffold9873_2169279 1 0 0 0 0 1 1 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 1 0 0 1 0 1
Scaffold9873_2263026 NA NA 1 NA NA 1 0 NA 1 NA 0 NA NA 1 NA 1 1 0 NA 1 NA 1 0 NA 1 NA 0 1 NA 0 0 NA NA 2 2 NA 1 NA NA NA 1 NA NA NA NA 2 0 1 2 0 1 1 1 2 NA 1 NA NA 0 NA 1 2 NA 1 1 2 NA NA NA NA 0 0 1 NA NA 1 0 NA 0 1 NA NA 2 NA 1 NA 2 NA 1 0
Scaffold9873_2317491 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 1 1 1
Scaffold9873_2334773 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 1 1 1
Scaffold9873_2351921 2 2 1 1 1 2 1 1 2 1 1 2 2 2 1 2 2 1 1 1 1 2 1 2 2 2 1 2 2 1 1 2 2 2 2 2 1 1 2 2 2 2 1 2 2 2 1 2 2 1 2 2 1 2 2 2 2 2 1 1 1 2 1 2 1 2 1 2 1 1 1 1 1 1 2 2 1 2 1 1 2 1 2 2 2 2 2 1 1 1
Scaffold9873_2442303 1 NA 1 NA 1 NA NA NA NA 0 NA NA 2 1 1 1 1 0 0 1 0 1 0 NA 1 1 0 1 2 0 0 2 1 1 2 2 1 0 NA NA 1 NA 0 2 NA 2 0 1 NA 0 1 1 NA 2 1 1 NA NA NA 0 1 2 1 1 1 2 0 1 1 NA 0 NA 1 1 1 1 0 2 0 1 2 NA 2 NA 1 2 NA 0 1 0
Scaffold9873_2442363 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 1 1 1
Scaffold9873_2502214 1 0 0 0 0 1 1 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 0 0 0 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 1 0 0 1 0 1
Scaffold9873_2502225 2 2 1 1 1 2 1 1 2 1 1 2 2 2 1 2 2 1 1 1 1 2 1 2 2 2 1 2 2 1 1 2 2 2 2 2 1 1 2 2 2 2 1 2 2 2 1 2 2 1 2 2 1 2 2 2 2 2 1 1 1 2 1 2 1 2 1 2 1 1 1 1 1 1 2 2 1 2 1 1 2 1 2 2 2 2 2 1 1 1
Scaffold9873_2652809 NA NA NA NA NA NA 1 NA NA 1 NA NA NA 2 NA NA NA NA 1 0 NA 2 1 NA NA 2 1 2 1 NA NA NA NA NA 1 NA 0 1 NA NA 2 NA NA NA 2 1 1 2 1 1 2 NA NA 1 2 NA NA 1 NA 1 0 1 NA NA NA NA NA 2 0 NA 1 1 0 0 1 2 1 1 NA NA NA NA NA NA 2 NA 1 NA 0 1
Scaffold9874_447943 0 1 1 0 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 0 0 0
Scaffold9874_599271 NA NA 1 NA 0 NA NA NA NA NA NA NA NA 1 NA 1 NA 2 NA 0 1 2 1 NA 2 2 NA 2 1 NA NA NA 2 NA 1 1 NA 1 NA NA 2 NA NA 1 NA NA 1 NA NA 1 2 NA 0 1 NA NA 2 0 NA NA NA 1 NA 2 0 NA NA 2 NA 1 NA 1 0 0 NA NA 1 NA 1 0 1 NA NA NA NA 1 1 NA 0 NA
Scaffold9874_679164 NA NA NA NA 0 NA 1 NA NA 1 NA NA NA 1 NA 1 NA 1 NA NA 1 2 1 NA NA 2 1 NA 1 1 1 NA 2 2 1 NA 0 NA NA 2 2 2 NA NA 2 1 1 NA NA 1 NA NA NA 1 NA NA NA NA NA NA 1 1 0 NA 0 1 1 2 NA NA 1 1 NA 0 NA 2 NA NA NA NA NA NA 1 NA 2 NA 1 NA 0 1
Scaffold9874_776156 1 NA NA NA NA 0 NA 2 NA 1 1 0 NA NA 1 1 NA 1 1 2 1 0 1 NA NA NA 1 0 1 1 1 NA 0 0 1 NA 2 NA NA 0 0 0 0 1 0 1 1 0 1 1 NA 0 2 1 0 0 NA NA NA NA NA 1 2 0 NA NA 1 0 2 NA 1 1 2 NA 0 0 1 1 NA NA NA 1 1 1 NA 1 1 NA 2 1
Scaffold9874_819065 NA 2 NA NA NA NA 1 NA NA NA NA 1 2 2 NA NA 1 1 NA 2 1 NA 1 NA 1 1 NA 1 2 1 NA 2 NA NA 2 2 2 NA NA NA 1 NA 1 2 1 2 1 NA 2 1 1 NA NA NA NA 1 NA NA 1 NA 2 2 2 1 2 2 NA 1 NA NA 1 1 2 2 NA NA 1 2 1 NA 2 NA NA NA NA NA NA NA 2 NA
Scaffold9874_940159 NA NA 0 NA 1 NA 2 1 NA 2 2 1 NA 0 NA 0 1 NA NA NA NA 1 2 NA NA 1 NA 1 0 2 2 NA NA 1 0 NA NA NA NA NA 1 NA 1 0 1 0 NA NA 0 2 NA 1 NA 0 1 1 NA NA 2 1 NA 0 NA NA 1 0 2 NA 1 2 2 2 NA NA 1 1 2 0 2 1 NA 2 NA 0 1 0 0 1 1 2
Scaffold9874_1007639 2 1 1 2 2 1 2 2 1 2 2 1 1 1 2 1 1 2 2 2 2 1 2 1 1 1 2 1 1 2 2 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 1 1 1 1 2 2 1 1 2 1 2 1 2 1 2 2 2 2 2 2 1 1 2 1 2 2 1 2 1 1 1 1 1 2 2 2
Scaffold9874_1029492 1 2 2 1 1 2 1 1 2 1 1 2 2 2 1 2 2 1 1 1 1 2 1 2 2 2 1 2 2 1 1 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 1 2 2 1 2 2 1 2 2 2 2 2 1 1 2 2 1 2 1 2 1 2 1 1 1 1 1 1 2 2 1 2 1 1 2 1 2 2 2 2 2 1 1 1
Scaffold9874_1463260 1 0 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 1 1 1
Scaffold9874_1679483 1 0 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 1 1 1
Scaffold9874_1791976 NA NA NA NA 1 0 0 0 NA NA 0 NA NA 1 NA 1 0 0 0 NA 0 0 NA NA 0 0 0 0 1 NA 0 NA 0 0 1 1 1 0 NA NA 0 0 NA 1 NA 1 0 0 1 0 0 0 1 NA 0 0 NA 1 NA 0 1 1 1 NA 1 1 NA 0 1 0 0 0 0 NA NA 0 0 1 0 NA NA NA NA NA 0 NA 1 NA 1 NA
Scaffold9874_1967650 0 1 1 0 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 0 0 0
Scaffold9874_2625211 0 1 0 0 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 0 0 0
Scaffold9874_2650080 0 1 0 0 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 0 0 0
Scaffold9874_2696811 0 1 0 0 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 0 0 0
Scaffold9875_1611543 0 1 1 NA NA NA 0 NA NA 0 0 0 NA 0 0 1 0 NA 1 0 0 NA NA NA NA 0 0 1 0 0 NA NA NA NA NA NA 0 NA NA NA 1 0 1 1 NA 1 0 NA 1 1 1 0 0 0 1 1 NA 1 1 0 NA 1 NA 1 1 NA NA 1 0 NA 0 1 0 1 NA 0 0 0 NA NA 0 NA NA NA NA NA 1 1 0 NA
Scaffold9875_1611694 NA NA NA NA 0 NA NA NA NA 0 NA NA NA 0 0 1 NA NA NA 1 NA 1 0 NA 1 0 1 2 NA 1 NA NA 0 0 NA 1 0 NA NA NA 1 NA 2 NA 0 1 0 NA 2 2 NA 2 1 NA 1 NA NA 1 1 NA 1 NA 1 NA 1 1 1 2 NA NA 1 1 1 NA NA NA 1 NA NA 1 NA 0 1 1 1 NA 2 1 0 0
