"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90"
"Scaffold764_10246" NA NA NA NA 0 NA 1 0 NA 0 0 1 NA 0 0 0 NA 1 NA 0 NA 1 NA NA NA NA 1 0 NA 1 1 NA NA 0 1 NA NA NA NA NA 0 NA NA 1 0 1 1 0 0 0 0 1 1 0 0 1 1 1 0 1 0 NA 0 NA 1 NA 0 1 1 NA NA 0 NA 0 0 NA NA NA 1 1 0 NA NA 0 0 NA 0 0 0 NA
"Scaffold765_41581" 1 NA 0 NA 1 0 0 1 NA 0 NA 0 1 1 NA 1 NA 1 0 NA 1 1 1 NA 0 1 1 NA 0 0 0 0 0 NA 0 1 0 0 NA 1 0 0 NA 1 1 0 0 NA 0 0 0 0 1 NA 1 NA NA 1 NA NA 1 1 1 0 NA 0 NA 0 0 NA 1 1 1 0 NA NA 1 0 1 0 1 NA 1 1 1 NA 1 0 1 1
"Scaffold765_65514" NA NA 1 NA 0 NA 0 1 NA 0 1 1 NA 0 NA NA 1 0 NA 1 1 1 1 NA NA 0 1 1 0 1 0 0 NA NA 1 1 NA NA NA NA 1 0 NA 0 NA 1 0 NA 0 0 0 1 0 0 0 1 NA 0 1 1 NA 1 0 0 1 0 NA 1 1 0 1 0 NA NA NA 1 1 0 1 1 1 NA 1 NA 1 NA 0 1 0 1
"Scaffold766_65621" 1 NA 2 NA 2 NA 0 1 1 NA 0 NA NA 0 1 NA 0 2 1 1 NA NA 2 NA 0 NA NA 2 2 NA 2 NA NA NA 2 0 1 NA NA NA 1 2 NA NA 2 0 2 0 1 0 1 NA 1 NA NA 1 NA NA 2 NA NA 0 0 NA 1 1 NA NA NA NA NA 2 1 NA NA 1 NA 1 NA 1 1 NA NA 1 1 NA 2 NA 2 2
"Scaffold766_78150" NA NA 2 NA NA NA 1 1 2 2 NA NA NA 1 NA NA NA 2 2 2 1 1 2 NA 1 1 1 2 NA 1 NA NA NA NA NA 1 1 NA NA NA NA NA NA 2 NA 1 2 1 NA 1 2 NA 1 2 NA 2 NA NA 2 1 1 1 NA NA NA 1 NA 2 2 NA NA 2 2 2 NA 2 1 1 NA NA NA NA 2 NA NA 1 2 NA NA NA
"Scaffold766_78920" 2 1 NA NA 1 NA 1 NA NA 2 NA 2 2 1 NA 1 1 NA 2 NA NA NA 1 NA 1 0 NA 1 1 1 1 NA NA NA NA NA 0 1 NA NA 2 NA NA NA NA 1 1 NA 0 1 2 1 NA NA 2 NA NA NA NA NA 0 1 1 2 NA NA 1 2 2 NA NA 1 2 NA NA NA NA 0 NA NA 2 NA 2 2 2 NA 1 1 1 NA
"Scaffold766_106488" NA NA 2 NA NA NA NA 1 NA 2 1 NA NA 1 NA 2 NA 2 NA NA NA 1 2 NA 1 1 1 2 NA NA NA NA NA NA NA 1 1 1 NA NA 2 NA 2 2 2 1 2 1 NA 1 2 NA 1 NA NA 2 NA NA 2 NA NA 1 1 NA 1 NA 1 2 2 NA 2 2 NA NA NA NA NA 1 1 NA NA NA 2 2 NA NA 2 NA 2 2
"Scaffold767_53024" 2 1 NA NA NA NA 1 1 NA NA NA 2 NA 1 NA 1 2 2 NA 2 NA 1 NA NA 1 NA NA NA 1 1 NA NA NA 2 2 2 2 2 NA 1 1 NA NA 2 2 1 2 2 NA 1 1 1 2 NA 1 2 NA 2 2 2 NA 2 1 1 1 2 2 1 1 NA 2 2 NA NA NA 1 2 2 1 NA NA NA 1 NA 2 1 2 2 1 NA
"Scaffold772_1367" 2 1 NA NA 2 NA 1 2 NA 1 1 1 NA NA 2 NA 1 2 NA 1 1 2 NA NA NA 2 2 2 1 NA 2 NA NA NA NA NA 1 1 NA NA 1 2 NA 2 2 2 2 2 1 NA 1 NA 2 2 1 1 1 NA 1 1 NA NA 2 NA NA 2 NA 2 1 2 1 2 2 2 NA 2 1 2 NA NA NA NA NA NA NA NA 2 NA 1 NA
"Scaffold772_18423" NA NA NA NA 1 NA 1 2 NA 0 NA 0 NA 0 NA NA 0 NA 0 NA NA NA NA NA NA 1 1 1 NA 0 NA NA 1 NA 1 2 1 1 NA NA 0 NA NA 2 1 NA 2 NA NA 2 0 0 2 1 NA 1 NA NA NA NA 0 0 1 NA NA 1 NA NA 0 NA 0 2 NA NA NA NA NA NA NA NA NA NA 1 1 2 NA 1 NA 1 0
"Scaffold772_18433" NA NA NA NA 1 NA 0 0 0 1 NA 1 NA 1 NA NA 1 NA 1 NA NA NA NA NA NA 1 1 1 NA 1 NA NA 1 NA 1 0 0 0 NA NA 1 NA 0 0 1 NA 0 NA NA 0 1 1 0 1 NA 0 NA NA NA NA 1 1 1 NA NA 1 NA NA 1 NA 1 0 NA NA NA NA NA NA NA NA NA NA 0 1 0 NA 1 NA 0 1
"Scaffold772_37721" NA 0 1 NA 0 NA NA 2 NA NA NA NA NA 0 NA NA 0 1 0 1 1 2 1 NA NA 1 1 1 1 NA 1 NA 1 0 1 2 NA 1 NA NA 0 NA 2 NA NA 2 NA 2 0 NA 0 0 2 NA NA 2 NA NA 1 NA NA NA NA 2 1 1 1 NA 0 NA 0 2 NA NA NA NA 0 2 NA 1 1 NA NA 1 NA NA 1 NA 1 NA
"Scaffold772_56396" NA NA 1 NA NA NA 0 0 NA 1 NA 1 NA 1 0 NA NA 1 1 NA NA 0 NA NA 0 NA 1 NA NA 1 NA NA NA NA NA 0 0 0 NA NA 1 NA NA NA 1 0 0 0 1 0 1 1 0 NA NA NA NA NA 0 NA 1 1 1 0 NA 1 NA 0 1 NA 1 0 1 NA NA NA NA 0 NA 0 1 NA 0 1 0 1 1 NA 0 NA
"Scaffold772_56537" NA 1 2 NA NA NA NA NA 2 1 NA NA NA 1 NA 1 1 2 1 NA NA NA 1 NA NA 2 NA 2 1 1 NA NA NA 1 2 2 1 1 NA NA NA NA 2 NA NA 2 2 NA NA 2 1 1 2 2 1 1 NA NA NA NA NA 1 2 2 NA 2 1 2 1 NA 1 NA NA NA NA NA 1 NA 2 1 NA NA 1 2 1 NA NA 2 1 1
"Scaffold772_63399" NA NA NA NA NA NA 0 NA 0 1 0 1 0 1 NA NA 1 1 NA 0 0 NA 0 NA NA 1 1 1 0 1 1 NA 1 NA NA NA 0 NA NA NA NA NA 0 NA 1 0 NA NA NA 0 NA 1 0 NA 1 NA NA NA 0 0 1 1 NA 0 NA NA NA 0 1 NA 1 0 1 0 NA 0 1 NA 0 0 NA NA NA NA NA NA 1 NA 0 1
"Scaffold787_7968" NA NA 0 NA NA NA 1 NA NA NA NA NA NA 1 NA 1 1 0 1 1 1 NA NA NA 0 0 0 0 1 1 0 NA 0 1 NA 0 NA 1 NA NA 1 0 0 NA NA 0 0 NA 1 0 NA 1 0 NA 1 NA NA NA NA NA 1 NA NA 0 NA NA NA 0 NA NA 1 0 0 NA NA NA 1 0 0 NA NA NA NA 0 NA NA 0 1 1 1
"Scaffold787_8088" NA 1 NA NA 0 0 0 NA NA NA 0 NA 0 NA NA 0 1 1 NA 0 NA 0 0 NA 0 1 1 1 0 NA NA 0 1 NA NA NA 0 NA NA NA 1 1 0 NA NA 0 0 NA NA NA 0 1 NA 1 NA NA NA NA 0 NA NA 1 NA 0 0 NA 0 0 1 0 NA 0 NA 0 NA 0 NA 0 NA NA 1 NA NA NA NA NA NA 0 1 NA
"Scaffold788_11100" NA NA 1 NA 0 NA 0 1 NA 0 NA 0 NA 0 NA 1 NA 0 1 1 NA 1 1 NA NA 0 1 NA 0 NA NA NA NA NA 1 NA NA NA 1 NA 1 NA 0 0 NA 1 NA NA NA 0 NA 1 0 NA 0 NA 1 NA 1 1 1 1 0 NA 1 0 0 NA NA NA 1 0 1 0 NA NA NA NA 1 NA 1 NA 1 0 1 1 0 NA 1 NA
"Scaffold788_119849" NA NA 1 NA 0 NA 0 1 NA 0 NA 0 NA 0 NA 1 NA 0 NA 1 1 NA 1 NA 1 0 1 0 NA 1 NA NA 0 NA 1 1 0 1 NA NA 1 NA NA 0 NA NA 0 1 0 0 NA NA 0 NA NA 1 NA NA 1 1 1 1 NA 0 1 0 0 1 NA NA 1 0 NA 0 1 NA 1 0 NA 1 1 NA NA NA 1 NA 0 0 1 1
"Scaffold788_310637" NA 0 0 NA NA NA 0 1 NA 0 NA NA 1 1 1 NA 1 1 0 1 1 1 NA NA 1 1 1 NA 0 0 0 NA 0 NA 0 1 0 NA NA NA 0 0 1 1 1 0 0 NA 0 0 0 0 1 0 1 0 NA 1 1 1 1 1 1 NA NA 0 NA 0 0 0 NA 1 NA 0 NA NA 1 1 1 NA 1 NA 1 1 1 NA 1 0 0 1
"Scaffold788_531241" 0 1 0 NA NA 1 NA NA 0 1 1 1 0 0 0 0 0 0 NA 0 NA 0 0 NA 0 0 NA NA 1 NA 1 NA NA NA 1 0 1 1 NA NA NA 1 NA NA 0 1 NA NA 1 NA 1 1 NA 1 NA NA NA NA 0 0 0 0 NA 1 1 1 0 NA 1 NA 0 0 0 1 NA 0 0 NA 0 1 0 NA 0 0 NA NA 0 NA 1 0
"Scaffold788_542744" NA 1 1 NA 0 NA NA NA NA 1 NA 1 NA NA 0 0 0 NA NA 0 NA 0 0 NA NA 0 0 0 1 1 NA NA NA NA NA NA 1 NA NA NA 1 1 0 0 0 1 NA NA NA 1 1 1 NA 1 0 NA NA NA 0 NA NA NA 0 1 NA NA NA 1 1 1 NA 0 NA NA NA NA 0 NA 0 NA 0 NA NA 0 0 NA 0 NA 1 NA
"Scaffold788_834690" 1 NA 0 NA NA NA 0 1 NA 0 NA 0 NA 1 1 1 1 1 0 1 1 1 NA NA 1 1 1 1 0 0 NA 0 0 1 0 1 0 0 NA 1 0 0 NA 1 NA 0 0 0 0 0 0 NA 1 NA 1 0 NA NA NA 1 NA 1 1 0 0 0 1 0 0 NA 1 1 1 0 NA 1 NA 1 1 0 1 NA 1 NA 1 NA 1 NA 0 1
"Scaffold788_1522785" NA NA 0 NA NA NA NA NA NA 0 NA NA NA 1 1 NA NA 1 NA 0 NA 0 0 NA 0 1 NA 1 1 NA 1 NA 1 0 0 0 NA NA NA NA NA NA NA 1 NA 0 NA NA 1 1 1 0 1 1 1 1 NA 0 NA 0 0 0 1 1 0 1 1 0 1 1 0 1 NA 1 NA NA 0 NA NA NA NA NA 0 NA 0 NA 1 0 NA NA
"Scaffold788_2151072" NA NA NA NA 1 NA 0 NA 1 0 NA 0 NA NA 1 0 NA 1 0 1 NA 1 NA NA 1 NA 1 1 0 0 NA NA 0 1 0 1 NA NA NA NA 0 0 1 1 NA 0 NA 0 0 0 0 NA NA 0 NA 1 NA 1 1 1 NA 1 NA 0 NA 0 NA 0 NA NA 1 1 1 NA NA NA 1 1 NA NA NA NA 1 NA NA NA 1 NA NA NA
"Scaffold788_2236753" NA 0 0 NA NA NA 0 1 NA 0 NA 0 1 1 NA 1 1 1 0 NA NA NA 1 1 NA 1 1 1 0 0 0 NA 0 NA 0 1 1 1 NA NA 0 0 1 1 NA 0 0 0 0 0 0 0 NA NA 0 1 NA NA 1 NA NA NA 1 0 0 0 1 0 0 0 1 1 NA 0 NA 1 1 NA NA 0 NA NA NA 1 1 1 1 NA 0 1
"Scaffold788_2426723" NA 0 0 NA 1 NA NA NA NA NA 0 0 NA 1 NA 1 1 1 0 1 NA 1 NA NA NA 1 1 1 0 NA NA NA 0 NA 0 NA 1 1 NA 1 NA 0 1 1 NA 0 0 NA 0 0 0 0 NA NA 0 1 NA 1 NA NA 1 1 1 0 NA 0 NA 0 0 0 NA 1 NA NA NA NA NA 1 1 NA 1 NA 1 1 NA NA 1 NA NA NA
"Scaffold788_2615153" NA NA 1 NA NA NA NA 0 NA NA NA NA NA 1 NA 0 1 NA 1 0 NA NA 0 NA 0 0 NA NA NA 1 NA NA 2 NA 1 NA NA NA NA NA 1 2 NA 1 0 1 2 1 2 2 2 1 1 2 2 NA NA 0 0 NA 0 0 NA 2 NA 2 1 1 2 NA 0 1 NA NA NA 0 0 1 0 NA NA NA 0 1 0 NA 1 1 1 NA
"Scaffold788_3106116" 1 1 2 NA NA NA NA 2 NA 2 2 NA NA 1 1 2 1 1 NA 2 2 2 2 NA 2 2 NA 1 1 NA 1 NA NA NA NA NA NA 2 NA 2 2 1 1 NA 2 NA NA NA 1 1 1 2 NA NA NA NA NA NA 2 2 NA 2 1 1 2 1 NA 2 1 NA 2 1 2 NA 2 2 NA NA NA NA NA NA 2 1 NA NA 1 NA 2 2
"Scaffold788_3129703" 1 1 2 NA 1 NA 1 NA NA 2 2 1 NA 1 1 2 1 1 2 2 2 NA 2 NA 2 2 2 NA 1 2 NA NA 1 NA NA 2 1 2 NA NA NA NA 1 1 2 2 1 NA 1 1 1 2 1 NA 1 1 2 2 NA 2 2 2 NA 1 2 NA 1 2 1 NA NA 1 NA 1 NA 2 2 1 2 NA 1 NA NA 1 2 NA NA 2 2 2
"Scaffold788_3245477" NA 1 NA NA 1 NA 1 NA NA 2 NA 1 NA 1 NA NA 1 NA 2 2 2 2 2 NA 2 2 NA 1 NA 2 1 NA NA NA 2 2 1 NA NA NA 2 1 NA NA NA 2 1 NA NA 1 1 2 1 NA 1 1 NA NA 2 2 NA NA 1 1 2 1 NA 2 1 NA NA 1 2 NA NA 2 2 1 NA NA NA NA 2 NA NA NA NA 2 2 2
"Scaffold789_199812" NA NA NA NA 1 NA 1 NA NA 2 NA NA NA NA NA NA 0 1 NA NA NA 0 0 NA 0 1 NA 0 0 NA NA 0 NA 1 NA 2 NA NA NA NA 0 1 0 NA NA 1 1 NA 1 1 1 1 NA 1 2 1 NA 1 NA NA NA 0 NA 1 NA 1 1 2 1 NA 0 1 0 NA NA NA 1 0 NA 1 1 NA 1 NA 2 NA 1 1 2 NA
"Scaffold789_217428" NA 2 NA NA 1 1 1 2 1 1 NA NA NA 1 NA NA NA 1 1 NA 2 0 0 NA 0 NA 2 0 0 NA 1 0 NA 1 2 2 1 1 NA NA 0 1 0 2 2 1 1 2 1 1 1 1 NA NA NA 1 NA 1 2 1 0 0 2 1 NA 1 1 NA NA NA NA 1 NA NA NA 1 1 NA 2 NA 1 NA NA NA NA NA 1 NA 2 1
"Scaffold789_293307" NA NA NA NA NA NA 2 NA NA 1 2 1 NA 2 2 2 2 NA NA 1 1 2 NA NA 2 1 1 2 2 NA 2 NA NA NA 1 1 NA NA NA 1 2 2 2 1 NA 1 2 NA 2 2 2 1 2 NA 1 1 NA 1 1 2 2 2 1 2 2 1 NA 1 2 NA 2 1 NA NA NA 1 2 NA 1 NA 2 NA 1 1 1 NA 1 1 1 1
"Scaffold789_356516" NA NA NA NA NA 0 NA NA NA NA 0 1 NA NA NA 0 NA 0 0 NA NA 0 0 NA NA 1 NA 0 NA NA 0 NA NA 1 1 NA 0 NA 0 0 0 0 NA 1 NA 1 0 NA NA 0 0 1 0 0 1 NA NA NA NA 0 0 0 1 NA 0 1 NA 1 0 NA 0 1 0 NA NA 1 NA NA 1 NA 0 NA 1 NA 1 NA 1 NA NA 1
"Scaffold789_690245" NA NA 1 NA 2 NA 1 NA NA NA 1 NA NA 1 NA 2 2 NA 1 1 1 2 NA NA NA NA 1 2 2 1 1 NA 1 2 NA 1 1 2 2 NA 2 1 2 1 1 2 1 1 1 NA NA NA 1 NA 1 2 2 NA 1 1 2 2 NA NA 1 2 NA 1 1 1 2 2 2 NA NA 2 NA 2 NA 1 1 NA NA NA 1 NA 2 NA 1 2
"Scaffold789_798528" 0 1 NA NA 0 NA 1 NA NA 1 1 NA NA 1 0 0 NA 1 NA NA 1 0 0 NA 1 0 1 0 0 1 1 NA NA NA 1 1 NA 0 NA NA 0 NA NA NA 1 0 1 1 1 1 1 0 1 NA NA 0 0 0 1 1 0 0 NA 1 1 0 NA 1 1 NA NA 0 0 NA NA 0 NA NA NA NA 1 NA NA 0 NA 1 0 NA 1 0
"Scaffold789_897632" NA NA NA NA NA 1 NA NA NA NA 1 NA NA 1 NA NA 0 1 1 NA 1 NA NA NA 1 NA 1 NA 0 NA NA NA 1 0 1 NA 1 0 NA NA 0 NA 0 NA NA 0 1 1 1 1 1 NA NA NA 1 NA NA 0 NA 1 NA 0 1 NA 1 0 NA NA 1 NA 0 0 0 0 NA NA 1 0 1 NA NA NA 0 0 1 NA 0 NA 1 0
"Scaffold789_909815" NA NA NA NA 2 NA NA NA NA NA NA 2 NA 1 2 NA 2 1 NA 1 NA NA 2 NA NA 2 1 2 2 1 NA NA NA NA NA NA 1 2 NA NA 2 NA 2 1 1 2 NA NA 1 1 1 NA 1 1 NA NA NA NA 1 1 NA NA 1 1 NA NA 1 1 NA NA 2 2 2 NA NA 2 NA NA 1 NA NA NA NA NA NA 1 2 2 1 NA
"Scaffold789_917947" 0 NA NA NA NA NA NA NA 1 1 1 NA NA NA 0 0 0 NA 1 NA 1 0 0 NA 1 0 1 0 NA 1 NA NA NA NA 1 1 1 NA NA NA 0 NA NA 1 NA 0 1 1 1 1 1 NA NA NA 1 0 NA 0 1 1 NA NA NA 1 1 NA NA NA 1 NA 0 0 NA NA NA 0 NA NA 1 NA 1 NA 0 0 1 1 0 NA 1 NA
"Scaffold789_950289" 2 1 1 NA 2 1 1 1 NA NA NA 2 2 1 2 2 2 1 1 NA 1 2 2 NA 1 2 NA 2 2 1 1 NA NA NA NA 1 1 2 NA NA 2 1 2 NA 1 2 1 NA 1 1 1 2 1 1 NA NA 2 NA 1 1 2 2 1 1 1 2 1 1 1 1 2 NA 2 2 NA 2 1 2 NA NA 1 NA 2 2 1 NA 2 2 1 2
"Scaffold789_1065764" NA 1 1 NA 2 NA 1 1 NA 1 NA 2 NA 1 NA 2 2 1 1 NA 1 2 NA NA 1 NA 1 2 2 1 1 NA 1 NA NA 1 1 NA NA 2 2 1 2 1 NA 2 1 NA 1 1 1 2 1 1 NA 2 NA 2 NA 1 2 2 1 1 1 2 1 1 1 1 2 2 2 NA NA 2 NA 2 NA 1 1 NA 2 2 1 NA 2 2 1 2
"Scaffold789_1136494" NA NA NA NA NA NA NA 1 NA NA NA NA NA 1 NA 0 NA 1 1 1 NA NA 0 NA 1 0 1 0 0 1 1 NA 1 NA NA 1 1 NA NA NA 0 1 NA NA 1 0 NA 1 1 1 1 NA 1 NA 1 NA NA 0 1 1 0 0 NA 0 1 0 1 NA NA NA 0 NA NA NA NA NA 1 0 NA NA 1 NA NA NA NA 1 0 0 1 NA
"Scaffold789_1200801" NA NA 0 NA 1 0 0 0 0 0 NA NA NA 0 1 1 NA 0 0 NA 0 1 1 NA 0 1 0 NA 1 NA NA NA NA NA NA 0 0 1 NA 1 1 0 1 NA NA 1 NA 0 0 0 0 1 0 NA 0 NA 1 1 0 NA 1 NA 0 NA NA 1 0 NA 0 NA 1 1 1 1 NA 1 0 NA 0 NA 0 NA 1 1 0 NA 1 NA NA 1
"Scaffold789_1321719" NA NA 0 NA 0 0 1 NA NA 0 NA NA NA 1 NA 1 1 1 1 NA 0 1 1 NA 1 0 0 NA 1 0 1 1 NA 0 NA NA 0 0 NA 0 1 1 1 0 NA 0 1 0 1 1 1 0 NA 1 NA 0 NA NA 0 NA NA 1 NA 1 1 0 NA 0 NA NA NA 0 NA NA NA 0 NA 1 0 NA 1 NA 0 NA 0 NA 0 0 NA NA
"Scaffold789_1351898" NA 0 0 NA NA NA NA 0 NA 0 1 0 NA 1 NA 1 1 1 1 0 0 1 1 NA 1 0 0 1 1 0 1 1 NA 0 0 0 1 0 NA NA 1 1 1 0 NA 0 1 0 1 1 1 0 1 1 0 NA NA NA 0 1 1 1 NA 1 1 0 1 0 1 NA 1 0 1 NA NA NA 1 NA 0 NA 1 NA NA NA 0 NA 0 NA NA 0
"Scaffold789_1443534" NA 1 1 NA 2 NA 1 1 NA 1 NA NA NA 1 NA NA 2 NA 1 1 NA 2 2 NA 1 NA 1 2 2 1 NA NA 1 NA 1 NA NA 2 NA NA 2 1 NA NA NA NA 1 1 1 1 1 2 1 1 1 NA NA 2 NA 1 NA NA 1 NA NA NA NA NA 1 NA 2 2 NA NA NA 2 1 2 NA NA 1 2 2 2 NA NA 2 NA NA NA
"Scaffold789_1481000" 0 NA 1 NA NA NA 0 1 NA NA NA 1 1 NA 0 NA NA 0 NA NA NA 0 0 NA 0 1 NA NA 0 1 NA NA NA NA NA NA NA NA NA NA 0 1 0 NA 1 1 NA 1 0 0 0 1 0 NA NA NA NA NA 1 0 0 0 1 NA NA 1 NA 1 0 NA 0 1 NA NA NA 1 NA NA NA NA NA NA NA 1 NA 1 1 1 1 1
"Scaffold789_1587650" NA NA NA NA NA NA 2 NA NA NA 2 NA 1 2 2 2 2 2 2 NA 1 NA 2 NA 2 1 1 2 1 1 2 NA NA NA 1 1 NA NA NA NA 2 NA NA NA NA 1 2 1 2 2 2 NA NA NA 1 1 NA 1 1 2 NA 2 1 2 2 1 2 NA NA NA 2 1 NA NA NA 1 2 NA 1 NA NA NA NA 1 NA NA NA 1 NA 1
"Scaffold789_1650169" NA 1 NA NA NA NA NA NA NA 1 NA NA NA 2 NA NA 2 2 NA 1 1 NA 2 NA 2 1 1 2 NA NA NA NA NA 1 1 1 2 1 2 NA 2 1 2 NA 1 1 NA NA 2 NA NA NA 2 NA 1 NA NA NA 1 2 2 2 1 2 2 1 2 NA 2 NA 2 1 2 NA NA NA NA 2 NA 2 NA NA 1 NA NA NA 1 NA 1 NA
"Scaffold789_1943504" 2 NA NA NA NA 1 1 1 1 1 1 NA NA 2 NA NA 2 1 1 NA 1 2 NA NA NA NA 1 2 2 1 NA NA 1 NA 1 NA NA 2 NA NA 2 NA 2 1 1 2 NA NA NA 1 NA NA 1 NA NA 2 NA NA 1 1 NA NA NA NA 1 2 NA 1 1 NA NA 2 2 NA NA 2 2 2 NA NA NA NA NA 2 NA NA NA NA NA 2
"Scaffold789_1943525" 1 NA NA NA NA 2 2 1 2 1 2 NA NA 1 NA NA 1 2 2 NA 1 1 NA NA NA NA 1 1 0 1 NA NA 2 NA 1 NA NA 0 1 NA 1 NA 1 2 1 0 NA NA 2 2 NA NA 2 2 NA 0 NA 0 1 2 NA NA 1 NA 2 0 2 1 2 NA NA 0 1 NA 2 0 1 1 1 NA NA NA 0 0 NA NA NA NA NA 0
"Scaffold789_2130231" NA NA 1 NA 2 1 NA NA NA 1 NA 2 2 NA NA 2 2 1 NA 1 NA 2 2 NA NA 2 1 2 2 NA NA NA NA 2 1 1 NA 2 NA NA 2 NA NA 1 1 2 1 1 1 1 1 2 1 1 1 2 NA NA 1 1 NA NA 1 NA NA 2 1 1 1 NA 2 2 2 NA 1 2 2 NA NA NA 1 NA 2 NA NA NA 2 2 NA NA
"Scaffold789_2207249" NA 0 NA NA NA NA 0 NA NA 0 0 NA NA 1 NA NA NA 0 NA 0 NA 1 1 NA 0 1 0 1 1 NA 0 1 NA NA NA NA 0 NA NA NA 1 0 1 0 0 1 0 0 0 0 NA NA 0 NA 0 NA NA NA NA 0 1 1 0 0 0 1 NA NA 0 NA NA 1 1 1 NA 1 NA NA NA 0 NA NA NA NA 0 NA 1 NA 0 1
"Scaffold789_2215953" NA NA 0 NA 0 NA NA 0 NA NA 1 NA 0 1 NA 1 NA 1 1 0 0 NA 1 NA 1 0 0 NA 0 NA 1 NA 1 0 0 0 1 0 1 NA 1 1 1 1 NA 0 NA 0 1 1 1 0 NA 1 0 NA NA NA 0 NA NA NA 0 NA 1 NA 1 0 1 0 1 0 NA NA NA NA NA 1 NA NA NA NA NA 0 NA NA 0 NA NA 0
"Scaffold789_2289951" 1 NA NA NA 2 NA 0 NA NA 1 NA NA NA NA NA 1 1 0 NA NA NA NA 1 NA 0 2 NA 1 2 1 0 1 NA NA NA 1 0 NA NA NA 1 0 1 NA 1 2 0 NA NA NA 0 2 0 NA NA NA NA NA 1 0 1 1 1 0 0 NA NA 1 0 NA NA 2 NA NA NA 2 NA NA 1 0 0 NA 2 NA NA NA 2 NA NA NA
"Scaffold789_2303247" NA NA NA NA 0 1 NA NA NA 0 NA NA NA 1 1 NA 1 NA 1 0 NA 1 NA NA 1 0 0 1 NA NA NA NA 1 NA 0 0 NA NA NA NA 1 1 NA NA 0 0 1 NA 1 1 NA 0 NA 1 0 NA NA NA 0 1 1 NA 0 1 1 0 NA NA NA NA 1 0 NA 0 NA 0 1 1 0 NA 1 NA NA 0 NA 0 0 NA 0 0
"Scaffold789_2573120" 1 0 NA NA NA NA 0 0 NA 0 0 1 NA 1 NA NA 1 0 NA 0 0 1 1 NA 0 1 NA 1 1 NA NA NA NA 1 NA 0 0 1 NA 1 1 0 0 0 0 1 0 0 NA 0 NA 1 0 NA NA 1 NA 1 NA NA 1 1 0 0 0 1 NA NA 0 0 NA 1 NA NA NA 1 1 1 NA 0 0 NA NA 1 0 NA NA 1 NA NA
"Scaffold789_2718406" NA NA NA NA NA NA NA NA 1 NA 1 2 NA 2 NA 2 2 1 1 1 NA 2 2 NA NA NA 1 2 2 1 NA NA 1 2 1 1 1 NA NA NA 2 NA NA 1 NA 2 1 NA NA 1 NA 2 1 NA NA 2 2 NA 1 1 NA 2 1 1 NA 2 1 1 1 NA NA 2 2 NA NA 2 2 2 NA 1 1 NA 2 NA 1 NA NA 2 1 NA
"Scaffold789_2748958" NA NA 1 NA 1 NA 0 1 NA 1 NA 1 NA 0 NA 0 NA NA NA NA 1 0 NA NA 0 1 1 0 NA NA 0 NA 0 1 1 1 NA 1 NA NA 0 1 NA 0 1 1 NA NA NA 0 0 NA NA 0 NA NA NA NA NA NA 0 NA NA 0 0 1 0 NA 0 NA NA 1 NA NA NA NA 0 0 NA NA NA NA 1 NA NA NA 1 1 1 NA
"Scaffold789_2861183" NA NA 1 NA 1 NA 0 1 NA 1 0 1 NA 0 0 NA 0 0 NA 1 1 NA NA NA 0 1 1 0 1 NA 0 NA NA NA 1 1 0 NA NA NA 0 1 0 NA 1 1 0 NA 0 0 0 1 0 0 1 1 NA 1 NA 0 0 0 1 0 0 1 0 NA 0 1 0 1 0 NA NA 1 NA NA 1 0 0 NA 1 1 1 1 1 1 1 1
"Scaffold789_2973268" NA NA 1 NA 1 0 NA NA NA NA 0 1 NA 0 NA NA 0 0 0 1 1 0 0 NA NA 1 1 1 1 NA 0 0 NA NA 1 1 0 NA 0 NA 0 1 0 0 1 1 0 1 0 0 NA 1 NA NA NA NA NA NA 1 0 0 0 1 NA 0 1 0 1 0 1 NA 1 0 NA NA 1 0 0 NA 0 NA NA 1 1 NA NA 1 NA 1 NA
"Scaffold789_3195269" NA 2 NA NA 1 NA 1 NA NA NA NA NA NA 0 NA NA NA 1 NA 2 2 NA 0 NA NA 1 NA 1 1 NA NA NA NA NA 2 2 2 NA NA NA 0 2 NA 1 2 1 1 NA 1 1 1 1 1 1 2 NA 0 2 NA NA NA 0 2 NA 1 1 1 2 1 2 0 1 0 NA NA NA NA 0 2 NA 1 NA NA 1 2 2 1 1 2 1
